dialog_act,utterances,split,actor
requestforobjectlocationandotherdetails,help me locate tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,locate potato,valid_unseen,Agent
requestforobjectlocationandotherdetails,where are they,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can I find a tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,what about a potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,"Tomato location, please?",valid_unseen,Agent
requestforobjectlocationandotherdetails,are there any other plates?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is there a plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where do i find a potato,valid_unseen,Agent
requestforobjectlocationandotherdetails,where's the plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,can you tell me where they are?,valid_unseen,Agent
requestforobjectlocationandotherdetails,knife,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i found the bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,ingredients and locations please,valid_unseen,Agent
requestforobjectlocationandotherdetails,tomato please,valid_unseen,Agent
requestforobjectlocationandotherdetails,potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,onto which table?,valid_unseen,Agent
requestforobjectlocationandotherdetails,okay help me locate container,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can I find a knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Could you help me find cups?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Can you help me find apple?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Can you help me find knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Which cabinet?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is tomato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is platter?,valid_unseen,Agent
requestforobjectlocationandotherdetails,"sure, where can i find the potato?",valid_unseen,Agent
requestforobjectlocationandotherdetails,and where can i find a knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,is there a sharper knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where do i place the items,valid_unseen,Agent
requestforobjectlocationandotherdetails,What's that?,valid_unseen,Agent
requestforobjectlocationandotherdetails,which cabinet,valid_unseen,Agent
requestforobjectlocationandotherdetails,ok where's the remote?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the bowl to water it?,valid_unseen,Agent
requestforobjectlocationandotherdetails,bread?,valid_unseen,Agent
requestforobjectlocationandotherdetails,can you help me find watches,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find a container to water it?,valid_unseen,Agent
requestforobjectlocationandotherdetails,you know where the plate is?,valid_unseen,Agent
requestforobjectlocationandotherdetails,lettuce?,valid_unseen,Agent
requestforobjectlocationandotherdetails,is there a mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the bread?,valid_unseen,Agent
requestforobjectlocationandotherdetails,is there a plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,The last one?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,"Sure. Mug location, please?",valid_unseen,Agent
requestforobjectlocationandotherdetails,"Lettuce location, please",valid_unseen,Agent
requestforobjectlocationandotherdetails,"Potato location, please.",valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the plates,valid_unseen,Agent
requestforobjectlocationandotherdetails,?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Is there another plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where are bread and knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where's the lettuce,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the potatoe please,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the pot,valid_unseen,Agent
requestforobjectlocationandotherdetails,can you please search for potato,valid_unseen,Agent
requestforobjectlocationandotherdetails,could you please use the search bar to find it or another one please,valid_unseen,Agent
requestforobjectlocationandotherdetails,where's the potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find knife,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find bowl,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is he tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,"Potato location, please?",valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the newspaper,valid_unseen,Agent
requestforobjectlocationandotherdetails,bread and knife plz,valid_unseen,Agent
requestforobjectlocationandotherdetails,bread>,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where might the potato be?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is tomato plz,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the bottles?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is the second remote please?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is a potato for mme to boil?,valid_unseen,Agent
requestforobjectlocationandotherdetails,whwere is the pan,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the pot?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where's the mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is tomato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the place?,valid_unseen,Agent
requestforobjectlocationandotherdetails,what where is the knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is a mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the tamoto,valid_unseen,Agent
requestforobjectlocationandotherdetails,\Where is the tomato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,on tne long sofa?,valid_unseen,Agent
requestforobjectlocationandotherdetails,do you know where the knife is?,valid_unseen,Agent
requestforobjectlocationandotherdetails,how bout the tomato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is a box?,valid_unseen,Agent
requestforobjectlocationandotherdetails,what might i water it wih,valid_unseen,Agent
requestforobjectlocationandotherdetails,and knife,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is mug please,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is tomato please,valid_unseen,Agent
requestforobjectlocationandotherdetails,ok where is the potatoe,valid_unseen,Agent
requestforobjectlocationandotherdetails,can you help me find the potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,ingredients location please,valid_unseen,Agent
requestforobjectlocationandotherdetails,Bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,so where are they,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is the bread please,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is plate please?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where's the lettuce,valid_unseen,Agent
requestforobjectlocationandotherdetails,do you see the knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,i have cooked potato slice need plate,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the other remote,valid_unseen,Agent
requestforobjectlocationandotherdetails,do you know where the tomato is?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where are the watches,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,sure,valid_unseen,Agent
requestforobjectlocationandotherdetails,top or bottom,valid_unseen,Agent
requestforobjectlocationandotherdetails,is there another plate...this seem to be too small,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,can you help me find them,valid_unseen,Agent
requestforobjectlocationandotherdetails,is there on on the sofa,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the toast and plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the knofe,valid_unseen,Agent
requestforobjectlocationandotherdetails,Can you help me find mug,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is a bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where are they located,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is 2nd paper?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the tomato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,knife and plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where do I find the thing I need?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the box,valid_unseen,Agent
requestforobjectlocationandotherdetails,sure where is the potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find a knife,valid_unseen,Agent
requestforobjectlocationandotherdetails,bowl,valid_unseen,Agent
requestforobjectlocationandotherdetails,bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Is it bottle or bowl?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where am I find the knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,There's only a tomato in there,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can I find a pot?,valid_unseen,Agent
requestforobjectlocationandotherdetails,bread,valid_unseen,Agent
requestforobjectlocationandotherdetails,place,valid_unseen,Agent
requestforobjectlocationandotherdetails,up,valid_unseen,Agent
requestforobjectlocationandotherdetails,down,valid_unseen,Agent
requestforobjectlocationandotherdetails,plate,valid_unseen,Agent
requestforobjectlocationandotherdetails,"Where do I find the container, please?",valid_unseen,Agent
requestforobjectlocationandotherdetails,Is there another pot somewhere?,valid_unseen,Agent
requestforobjectlocationandotherdetails,okay where is a mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where is bread please,valid_unseen,Agent
requestforobjectlocationandotherdetails,knife is where,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is another one,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is your mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where might I find a remote?,valid_unseen,Agent
requestforobjectlocationandotherdetails,And the next one?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the knife please,valid_unseen,Agent
requestforobjectlocationandotherdetails,and where can i find a plate?,valid_unseen,Agent
requestforobjectlocationandotherdetails,do you see a potato anywhere?,valid_unseen,Agent
requestforobjectlocationandotherdetails,locate tomato,valid_unseen,Agent
requestforobjectlocationandotherdetails,locate plate,valid_unseen,Agent
requestforobjectlocationandotherdetails,Looks like it's in the sink,valid_unseen,User
requestforobjectlocationandotherdetails,where is a potato?>,valid_unseen,Agent
requestforobjectlocationandotherdetails,"okay, where is the knife and potato?",valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the remote please,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the other newspaper,valid_unseen,Agent
requestforobjectlocationandotherdetails,where can i find the remotes?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Can you help me find potato?,valid_unseen,Agent
requestforobjectlocationandotherdetails,Where can I find a knife?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the toast?,valid_unseen,Agent
requestforobjectlocationandotherdetails,where is the toaster,valid_unseen,Agent
requestforobjectlocationandotherdetails,where could I find a mug?,valid_unseen,Agent
requestforobjectlocationandotherdetails,do you know where the potato is?,valid_unseen,Agent
informationonobjectdetails,On the brown shelf,valid_unseen,User
informationonobjectdetails,by the door,valid_unseen,User
informationonobjectdetails,cabinet under coffee maker,valid_unseen,User
informationonobjectdetails,the mug is at the end of the counter to the right of the sink,valid_unseen,User
informationonobjectdetails,It is saying its in the trash bin at the end of that counter.,valid_unseen,User
informationonobjectdetails,it is on the stove,valid_unseen,User
informationonobjectdetails,the potato is on the shefl,valid_unseen,User
informationonobjectdetails,shelf*,valid_unseen,User
informationonobjectdetails,on the counter next to the statue by the stove,valid_unseen,User
informationonobjectdetails,in teh fridge,valid_unseen,User
informationonobjectdetails,in the fridge,valid_unseen,User
informationonobjectdetails,there is a pot on the stove,valid_unseen,User
informationonobjectdetails,i dont see one,valid_unseen,User
informationonobjectdetails,try teh microwave please,valid_unseen,User
informationonobjectdetails,I show it on a couch,valid_unseen,User
informationonobjectdetails,There is another watch on the brown table under the lamp,valid_unseen,User
informationonobjectdetails,dark brown table,valid_unseen,User
informationonobjectdetails,potato is infront of toaster,valid_unseen,User
informationonobjectdetails,in the cabinet above toaster,valid_unseen,User
informationonobjectdetails,on the chair,valid_unseen,User
informationonobjectdetails,you'll find the spatula in the fridge,valid_unseen,User
informationonobjectdetails,Now there's another spatula in the cabinet below the coffee maker,valid_unseen,User
informationonobjectdetails,"Okay, there's one more spatula on the chair",valid_unseen,User
informationonobjectdetails,on the other side of the counter,valid_unseen,User
informationonobjectdetails,The lettuce is next to the toaster,valid_unseen,User
informationonobjectdetails,Tomato is on one of the brown chairs,valid_unseen,User
informationonobjectdetails,It is on the shelf,valid_unseen,User
informationonobjectdetails,on the counter underneath the salt shaker.,valid_unseen,User
informationonobjectdetails,on chair,valid_unseen,User
informationonobjectdetails,bread is in lower cabinet under coffee maker,valid_unseen,User
informationonobjectdetails,that one,valid_unseen,User
informationonobjectdetails,ny the coffee pot,valid_unseen,User
informationonobjectdetails,in sink,valid_unseen,User
informationonobjectdetails,Plate is to the left of microwave in upper cabinet,valid_unseen,User
informationonobjectdetails,those,valid_unseen,User
informationonobjectdetails,drawer under coffee maker,valid_unseen,User
informationonobjectdetails,drawe above toaster,valid_unseen,User
informationonobjectdetails,Mug is beside stove,valid_unseen,User
informationonobjectdetails,Mug is in the bottom cabinet of coffee maker,valid_unseen,User
informationonobjectdetails,in the mini frdge with the box on top,valid_unseen,User
informationonobjectdetails,There is a knife in the chair on the opposite side of the nook,valid_unseen,User
informationonobjectdetails,Sorry about that. The knife was in the other chair nect to the one yo picked the bread up from,valid_unseen,User
informationonobjectdetails,The plate is in the cabinet under the coffee maker...To the right of the stove.,valid_unseen,User
informationonobjectdetails,One newspaper is in the drawer just below the pillows,valid_unseen,User
informationonobjectdetails,Below the laptops,valid_unseen,User
informationonobjectdetails,one on the desk,valid_unseen,User
informationonobjectdetails,other desk,valid_unseen,User
informationonobjectdetails,bread is in the top cabinet above the microwave,valid_unseen,User
informationonobjectdetails,check top cabinet above the coffee maker,valid_unseen,User
informationonobjectdetails,knife is n the brown shelf,valid_unseen,User
informationonobjectdetails,tomato is left to sink,valid_unseen,User
informationonobjectdetails,place is above the sink,valid_unseen,User
informationonobjectdetails,mug is in the coffee maker,valid_unseen,User
informationonobjectdetails,"It's already on the pan,",valid_unseen,User
informationonobjectdetails,There is bread in the cabinet above the microwave.,valid_unseen,User
informationonobjectdetails,There is a clean plate in the sink.,valid_unseen,User
informationonobjectdetails,there's one on the white shelf next to the couch,valid_unseen,User
informationonobjectdetails,the other plate is in the fridge,valid_unseen,User
informationonobjectdetails,The knife is in the fridge,valid_unseen,User
informationonobjectdetails,There is another knife on the counter next to the stove.,valid_unseen,User
informationonobjectdetails,There is another plate on the chair on the otherside of the counter.,valid_unseen,User
informationonobjectdetails,And the plate in on the othersideof the kitchen island on the seat of one of the chairs.,valid_unseen,User
informationonobjectdetails,Its on the chair on the other side of the counter.,valid_unseen,User
informationonobjectdetails,The furthest chair,valid_unseen,User
informationonobjectdetails,there's one to the left of the stove,valid_unseen,User
informationonobjectdetails,found another near coffee machine,valid_unseen,Agent
informationonobjectdetails,there is a dirty mug,valid_unseen,User
informationonobjectdetails,the paper is next to the other paper,valid_unseen,Agent
informationonobjectdetails,The first can be found on my desk,valid_unseen,User
informationonobjectdetails,"The next is on the same desk, likely on one of the shelves",valid_unseen,User
informationonobjectdetails,bread is on the chair,valid_unseen,User
informationonobjectdetails,its on the side table,valid_unseen,User
informationonobjectdetails,i think there is another on the top shelf,valid_unseen,User
informationonobjectdetails,it is on the brown shelf,valid_unseen,User
informationonobjectdetails,The bread is in the fridge.,valid_unseen,User
informationonobjectdetails,The knife is in the trash at the end of the counter,valid_unseen,User
informationonobjectdetails,We need the plate that is on the brown shelf,valid_unseen,User
informationonobjectdetails,one is bottom left of the bureau,valid_unseen,User
informationonobjectdetails,in the safe,valid_unseen,User
informationonobjectdetails,on the counter top,valid_unseen,User
informationonobjectdetails,try inside the dustbin,valid_unseen,User
informationonobjectdetails,tomato is in the middle drawer on the left side of the stove,valid_unseen,User
informationonobjectdetails,tomato is in the middles drawer on the left side of the stove,valid_unseen,User
informationonobjectdetails,try the fridge,valid_unseen,User
informationonobjectdetails,inside the fridge,valid_unseen,User
informationonobjectdetails,in the frdige,valid_unseen,User
informationonobjectdetails,on the table with a black lamp,valid_unseen,User
informationonobjectdetails,on the bottom shelf of the large bookshelf,valid_unseen,User
informationonobjectdetails,cabinet on top of the coffee maker,valid_unseen,User
informationonobjectdetails,the bread is there,valid_unseen,User
informationonobjectdetails,there is  aplate by the bread,valid_unseen,User
informationonobjectdetails,next to the breda there is a plate,valid_unseen,User
informationonobjectdetails,potato inpot on counter,valid_unseen,User
informationonobjectdetails,knife by coffemaker,valid_unseen,User
informationonobjectdetails,in sink also,valid_unseen,User
informationonobjectdetails,you past it,valid_unseen,User
informationonobjectdetails,not a potato,valid_unseen,User
informationonobjectdetails,in the pot on the counter,valid_unseen,User
informationonobjectdetails,i said from the beginning,valid_unseen,User
informationonobjectdetails,on the right,valid_unseen,User
informationonobjectdetails,its already cook,valid_unseen,User
informationonobjectdetails,grab out of microwave,valid_unseen,User
informationonobjectdetails,there is one in the fridge,valid_unseen,User
informationonobjectdetails,there was one in the cabinet also i thought you got that one,valid_unseen,User
informationonobjectdetails,potato is in the bin,valid_unseen,User
informationonobjectdetails,Bread is inside fridge,valid_unseen,User
informationonobjectdetails,Plate is in fridge,valid_unseen,User
informationonobjectdetails,There is one plate on top of you,valid_unseen,User
informationonobjectdetails,there is one on the couch next to the remote control,valid_unseen,User
informationonobjectdetails,check in the safe near the white shelf,valid_unseen,User
informationonobjectdetails,in the cupboard above the coffeemaker,valid_unseen,User
informationonobjectdetails,to the right of the microwave*,valid_unseen,User
informationonobjectdetails,threre's a knife in the cupboard under the coffeemaker,valid_unseen,User
informationonobjectdetails,to the right of the oven,valid_unseen,User
informationonobjectdetails,the bowl is on the wooden chair,valid_unseen,User
informationonobjectdetails,There is a potato on chair,valid_unseen,User
informationonobjectdetails,table with lamp,valid_unseen,User
informationonobjectdetails,with lamp,valid_unseen,User
informationonobjectdetails,Plate is to the left of stove in upper cabinet,valid_unseen,User
informationonobjectdetails,check the microwave,valid_unseen,User
informationonobjectdetails,fridge,valid_unseen,User
informationonobjectdetails,top shelf,valid_unseen,User
informationonobjectdetails,there is a plate on one of the chairs,valid_unseen,User
informationonobjectdetails,next to island,valid_unseen,User
informationonobjectdetails,there is one on the chair near island,valid_unseen,User
informationonobjectdetails,check the fridge,valid_unseen,User
informationonobjectdetails,bread in fridge,valid_unseen,User
informationonobjectdetails,in right cupboard,valid_unseen,User
informationonobjectdetails,right side of oven,valid_unseen,User
informationonobjectdetails,upper cupboard,valid_unseen,User
informationonobjectdetails,plate in the sink,valid_unseen,User
informationonobjectdetails,The white box is to the left of the TV,valid_unseen,User
informationonobjectdetails,knife is beside stove,valid_unseen,User
informationonobjectdetails,lettuce inside the fridge,valid_unseen,User
informationonobjectdetails,check teh fridge,valid_unseen,User
informationonobjectdetails,Mug is inside fridge,valid_unseen,User
informationonobjectdetails,There's one in the cabnet on top of the coffee maker,valid_unseen,User
informationonobjectdetails,The mug is next to the coffee maker,valid_unseen,User
informationonobjectdetails,there is a tomato under the coffee pot,valid_unseen,User
informationonobjectdetails,There is a knife in the fridge,valid_unseen,User
informationonobjectdetails,There should be one in the refrigerator,valid_unseen,User
informationonobjectdetails,There's another one in the sink if you don't see it there,valid_unseen,User
informationonobjectdetails,there's one in the sink,valid_unseen,User
informationonobjectdetails,It's in the refrigerator,valid_unseen,User
informationonobjectdetails,There is a potato in the refrigerator,valid_unseen,User
informationonobjectdetails,get a potato out of the fridge,valid_unseen,User
informationonobjectdetails,There is one in the sink,valid_unseen,User
informationonobjectdetails,put that one back on the dresser,valid_unseen,User
informationonobjectdetails,one is in the trash,valid_unseen,User
informationonobjectdetails,the other is top shelf behind the statue,valid_unseen,User
informationonobjectdetails,cabinet right above the toaster,valid_unseen,User
informationonobjectdetails,the plant is on,valid_unseen,User
informationonobjectdetails,the kitchen island,valid_unseen,User
informationonobjectdetails,plate is on the chair,valid_unseen,User
informationonobjectdetails,mug is in oven,valid_unseen,User
informationonobjectdetails,yes please,valid_unseen,User
informationonobjectdetails,lettuce in the cabinet above coffee maker,valid_unseen,User
informationonobjectdetails,knife and tomato is in the sink,valid_unseen,User
informationonobjectdetails,plate is in fridge,valid_unseen,User
informationonobjectdetails,There is a tomato in the bin,valid_unseen,User
informationonobjectdetails,knife is in the sink,valid_unseen,User
informationonobjectdetails,knife is on centre island,valid_unseen,User
informationonobjectdetails,plate is inside cabinet above the sliced bread loaf,valid_unseen,User
informationonobjectdetails,the plant is on the counter near the sink,valid_unseen,User
informationonobjectdetails,It is on the white shelf.,valid_unseen,User
informationonobjectdetails,check the fridge for teh bread,valid_unseen,User
informationonobjectdetails,check the cabinet above the toaster,valid_unseen,User
informationonobjectdetails,potato is in the fridge,valid_unseen,User
informationonobjectdetails,the pot is right next to you on the counter,valid_unseen,User
informationonobjectdetails,it shows microwave,valid_unseen,User
informationonobjectdetails,its in microwave,valid_unseen,User
informationonobjectdetails,the plant is on the counter,valid_unseen,User
informationonobjectdetails,to your right,valid_unseen,User
informationonobjectdetails,at the end,valid_unseen,User
informationonobjectdetails,plate is next to sink,valid_unseen,User
informationonobjectdetails,plate is left to sink,valid_unseen,User
informationonobjectdetails,lettuce is inside the cabinet ontop of the toaster,valid_unseen,User
informationonobjectdetails,knife is inside the fridge,valid_unseen,User
informationonobjectdetails,plate is inside the fridge,valid_unseen,User
informationonobjectdetails,it's in the black receptacle beside the island,valid_unseen,User
informationonobjectdetails,potato is on the chair,valid_unseen,User
informationonobjectdetails,pot is in the top cabinet left to microwave,valid_unseen,User
informationonobjectdetails,in the dustbin,valid_unseen,User
informationonobjectdetails,Bread is on one of the chairs beside the countertop,valid_unseen,User
informationonobjectdetails,Knife is inside the fridge,valid_unseen,User
informationonobjectdetails,the other one is on the shelf to the right of the couch,valid_unseen,User
informationonobjectdetails,there is bread,valid_unseen,User
informationonobjectdetails,below the coffee maker,valid_unseen,User
informationonobjectdetails,there is aknife on the stool,valid_unseen,User
informationonobjectdetails,the stools are on the side of the island,valid_unseen,User
informationonobjectdetails,its at the end of the kitchen island,valid_unseen,User
informationonobjectdetails,one in sink,valid_unseen,User
informationonobjectdetails,one on counter under microwave,valid_unseen,User
informationonobjectdetails,in garbage,valid_unseen,User
informationonobjectdetails,in garbage can,valid_unseen,User
informationonobjectdetails,on kitchen shelf,valid_unseen,User
informationonobjectdetails,the brown one,valid_unseen,User
informationonobjectdetails,The mug is located in the sink.,valid_unseen,User
informationonobjectdetails,The first mug is between the toaster and the stove.,valid_unseen,User
informationonobjectdetails,The second mug is by the coffee maker.,valid_unseen,User
informationonobjectdetails,one is on the table beside lamp,valid_unseen,User
informationonobjectdetails,the other one is inside the cabinet right side of bin,valid_unseen,User
informationonobjectdetails,bread is in the sink,valid_unseen,User
informationonobjectdetails,knife is in the side shelf.,valid_unseen,User
informationonobjectdetails,lettuce is in the fridge,valid_unseen,User
informationonobjectdetails,plate is in the fridge,valid_unseen,User
informationonobjectdetails,in the sink,valid_unseen,User
informationonobjectdetails,theres a knife in the cabinet under the coffee maker,valid_unseen,User
informationonobjectdetails,the cabinet under the stove to the left,valid_unseen,User
informationonobjectdetails,drawyer,valid_unseen,User
informationonobjectdetails,bottom one,valid_unseen,User
informationonobjectdetails,There is a potato in the fridge,valid_unseen,User
informationonobjectdetails,mug is below coffee maker,valid_unseen,User
informationonobjectdetails,bread is in the dustbin opposite of the stove,valid_unseen,User
informationonobjectdetails,sorry dustbin opposite of the fridge,valid_unseen,User
informationonobjectdetails,youll see in down on your left,valid_unseen,User
informationonobjectdetails,inside the sink,valid_unseen,User
informationonobjectdetails,toaster is behind you,valid_unseen,User
informationonobjectdetails,tomato is beside the toaster,valid_unseen,User
informationonobjectdetails,lettuce is on the seat on the oposite side of the counter,valid_unseen,User
informationonobjectdetails,its on the seat,valid_unseen,User
informationonobjectdetails,plate is there above pot,valid_unseen,User
informationonobjectdetails,in that cabinet,valid_unseen,User
informationonobjectdetails,in the garbage,valid_unseen,User
informationonobjectdetails,and fridge,valid_unseen,User
informationonobjectdetails,lettuce is in the wash basin,valid_unseen,User
informationonobjectdetails,knife is in the desk below the coffee maker,valid_unseen,User
informationonobjectdetails,tomato is in the fridge,valid_unseen,User
informationonobjectdetails,plate is on the chair behind the wash basin,valid_unseen,User
informationonobjectdetails,check the cabinet next to the microwave,valid_unseen,User
informationonobjectdetails,the cabinet under the coffee machine,valid_unseen,User
informationonobjectdetails,there is a plate in the fridge,valid_unseen,User
informationonobjectdetails,There should be one in the cabinet above the microwave,valid_unseen,User
informationonobjectdetails,There is one on the chair next to the kitchen island with the sink,valid_unseen,User
informationonobjectdetails,drinkware next to toaster,valid_unseen,User
informationonobjectdetails,The tomato is on the rack near the door,valid_unseen,User
informationonobjectdetails,On the chair near the sink sorry,valid_unseen,User
informationonobjectdetails,near the stove,valid_unseen,User
informationonobjectdetails,on the counter behind you,valid_unseen,User
informationonobjectdetails,the one on the counter,valid_unseen,User
informationonobjectdetails,behidn you in the cabinet,valid_unseen,User
informationonobjectdetails,one over,valid_unseen,User
informationonobjectdetails,ioits' there,valid_unseen,User
informationonobjectdetails,Its a pillow on the dresser,valid_unseen,User
informationonobjectdetails,there is a cup on the table,valid_unseen,User
informationonobjectdetails,plate on the wall rack,valid_unseen,User
informationonobjectdetails,the knife is below the microwoven cupbord,valid_unseen,User
informationonobjectdetails,sorry above the cupboard,valid_unseen,User
informationonobjectdetails,above the microoven cupboard,valid_unseen,User
informationonobjectdetails,middle cupboard,valid_unseen,User
informationonobjectdetails,lecture is in the sink,valid_unseen,User
informationonobjectdetails,below the coffe maker cupboard,valid_unseen,User
informationonobjectdetails,The knife is on the 2nd shelf of the book shelf behind you.,valid_unseen,User
informationonobjectdetails,single dresser is the cabinet left to sofa,valid_unseen,User
informationonobjectdetails,one is in the same cabinet,valid_unseen,User
informationonobjectdetails,second one is in the same cabinet,valid_unseen,User
informationonobjectdetails,shelves below,valid_unseen,User
informationonobjectdetails,in the same cabinet,valid_unseen,User
informationonobjectdetails,tomato and knife are in the sink,valid_unseen,User
informationonobjectdetails,in the cabinet,valid_unseen,User
informationonobjectdetails,near the coker,valid_unseen,User
informationonobjectdetails,first drawer,valid_unseen,User
informationonobjectdetails,still showing the drawer,valid_unseen,User
informationonobjectdetails,microwave,valid_unseen,User
informationonobjectdetails,check there,valid_unseen,User
informationonobjectdetails,Potato in garbage,valid_unseen,User
informationonobjectdetails,Plate in fridge,valid_unseen,User
informationonobjectdetails,there is one on the book shelf,valid_unseen,User
informationonobjectdetails,there is a knife on the counter,valid_unseen,User
informationonobjectdetails,in front of you,valid_unseen,User
informationonobjectdetails,on the counter,valid_unseen,User
informationonobjectdetails,and also one in the fridge,valid_unseen,User
informationonobjectdetails,bread is in the cupboard under the coffee maker,valid_unseen,User
informationonobjectdetails,and the knife is in the bridge,valid_unseen,User
informationonobjectdetails,fridge lol,valid_unseen,User
informationonobjectdetails,plate is on the cupboard above the toaster,valid_unseen,User
informationonobjectdetails,potato is in the trash,valid_unseen,User
informationonobjectdetails,knife on the counter,valid_unseen,User
informationonobjectdetails,plate is in the fridge after cook,valid_unseen,User
informationonobjectdetails,Lettuce is inside the fridge,valid_unseen,User
informationonobjectdetails,Knife is also in the fridge,valid_unseen,User
